lat,lon,total_cost_0,total_cost_2020,total_cost_2050,total_cost_future_2030,total_cost_future_2040,total_cost_future_2050,pop,Country
-7.079893,134.506675,70503.18294149924,70503.18294149464,70503.18294002772,70497.02913090581,70486.43047403565,70475.63717951276,134.0,Indonesia
-7.04787,155.762268,178146.54379131857,178146.54379131857,178146.54379131855,177917.0855757711,177711.3095969393,177495.14271926117,354.0,Solomon Islands
-7.039808,131.94948,262192.39556000655,262192.3955601147,262192.3955600273,262134.44553613424,262090.83523950595,262046.79933392344,968.0,Indonesia
-7.035204,113.350164,255082.02495755395,255082.024957554,255082.02495755398,254944.36058423534,255058.27087801867,254824.2821051246,3107892.0,Indonesia
-7.033631,138.969996,394985.5649456532,394985.54246450565,394609.8074861102,366549.84213679394,360504.28390565445,354312.5086734656,1658.0,Indonesia
-7.021703,156.926182,252573.07258287902,252573.0725827483,252573.07258274738,252532.4275856965,252448.85897970444,252278.7641864919,20342.0,Solomon Islands
-7.010255,115.532323,258650.93966141943,258650.93966115994,258650.93966124492,258557.68910259573,258451.75478603915,258278.0937890482,1661.0,Indonesia
-6.99157,115.450028,258262.44460091664,258262.44460098175,258262.44460070084,258172.24057323043,258066.3177509327,257910.46265817896,911.0,Indonesia
-6.977491,115.619657,259119.01498109882,259119.01498105336,259119.01498124527,259021.40790939343,258911.34503923866,258729.99082740623,10472.0,Indonesia
-6.971033,129.143544,105728.06656709837,106261.8032347794,106261.80323478369,106255.25677815797,106244.20793224193,106225.21398685838,203.0,Indonesia
-6.912645,156.071762,251907.05194067943,251907.0519406802,251907.05194067318,251680.09274066397,251396.61571117904,251090.27526532012,1018.0,Solomon Islands
-6.905754,115.364098,257639.98386803316,257640.2939546747,257640.29395474796,257576.78908456475,257474.80785805284,257348.90214073812,144250.0,Indonesia
-6.893624,131.486154,48883.651057292984,48883.65105730212,48883.651057337294,48873.7126382093,48862.77403298348,48845.514347766104,94.0,Indonesia
-6.816764,120.796877,262668.0506203805,262668.05062026024,262668.05062037834,262651.9718381212,262568.4345584364,262473.37272444443,974.0,Indonesia
-6.74013,134.504122,148811.30847493716,148811.39136630783,149032.71630799014,149028.0309322221,148969.62832905943,148861.76259219274,283.0,Indonesia
-6.735624,129.51051,125043.9390723042,125043.93907226963,125043.93907237862,125043.93720736928,125042.35036922351,125023.47530829548,240.0,Indonesia
-6.727484,138.774713,172889.21441538286,172889.2155194577,172793.77456536485,165544.29502121595,163951.75238874817,162291.74968678984,120.0,Indonesia
-6.689516,134.511422,149151.09189324462,149301.18739932054,149151.09189324462,149278.29150350744,149217.6416099714,149080.76376944556,283.0,Indonesia
-6.681333,134.693171,262815.6652259184,262815.9498299918,262863.5409646289,262880.5749495433,262715.8872192651,262511.0310949187,1330.0,Indonesia
-6.589843,105.204445,248922.85378473648,248922.8537846918,248922.85378474247,248565.31934000683,248416.41177013656,248092.0890246997,1675.0,Indonesia
-6.580538,134.259842,263935.1221182302,263935.1221182303,263935.12211823015,263857.87884854677,263697.77450740983,263405.993238633,69145.0,Indonesia
-6.520219,134.811163,194989.20441259327,194997.79252052988,195206.19069597227,194883.19020157686,195049.2842596483,194952.34371309652,371.0,Indonesia
-6.505108,134.701145,263937.173783478,263937.17378097813,263937.173780978,263641.4399693917,263863.91585970775,263591.0048053983,1289.0,Indonesia
-6.484467,134.611686,201982.6697893326,201982.66978941453,201749.15336092195,201415.5212060258,201605.97431799548,201326.645440971,381.0,Indonesia
-6.398027,134.743697,75333.15947742252,75333.15947741874,75333.15947750476,75322.59802699341,75106.89607575876,75276.43526851814,143.0,Indonesia
-6.395503,134.491028,265803.7234995533,265803.723499555,265803.7234995319,265552.4867637493,265255.610218695,264932.19539656065,3013.0,Indonesia
-6.37553,134.849941,261819.997643126,261819.99764062598,261819.99764312594,261796.0918501956,262509.52697682905,262409.8287943573,1540.0,Indonesia
-6.32792,134.809013,118930.28263155272,118930.28261907036,118930.28261907035,118917.60170864832,119276.50544756127,119237.82657329159,227.0,Indonesia
-6.324489,134.319335,28178.042440710386,28178.04244070023,28178.042440680838,28150.27824445639,28124.21826989924,28092.560206863538,53.0,Indonesia
-6.225006,155.308815,249786.66154751403,249786.66154762008,249786.66154751484,249645.62623221468,249581.05874389317,249505.5306933057,161244.0,Papua New Guinea
-6.165809,120.410761,261986.3248236634,261986.32482355303,261986.3248234361,261911.4641454583,261727.88114884985,261532.77385293078,2887.0,Indonesia
-6.165578,134.246848,264576.3249531484,264576.32495303266,264576.3249532346,264524.3286128567,264384.6222103352,264185.1095873039,9067.0,Indonesia
-6.151698,105.443163,247255.979953275,247255.97995324322,247255.97995322483,247053.55959670228,246935.26505233778,246260.57257116912,3210.0,Indonesia
-6.140677,39.359506,241648.11586438352,241648.11586438355,241648.11586438352,239997.08733575314,239568.39865526138,238931.75396479285,1115726.0,Tanzania
-6.140299,134.551996,264458.84062082437,264458.8406208133,264458.84062061354,264394.5879425451,264327.4521395433,264213.4251197873,17618.0,Indonesia
-6.093741,120.49659,261806.52549043018,261806.52549048042,261806.52549042832,261719.30129530473,261527.58117048247,261322.35384893767,87004.0,Indonesia
-6.017954,132.44968,124485.0652178047,124485.06521802786,124485.06521780528,124449.42781974058,124429.47827154372,124409.47121893529,240.0,Indonesia
-5.950204,124.024908,257815.4944192641,257815.49441898387,257815.49441917433,257789.61089143972,257741.8200906903,257682.1742467673,4464.0,Indonesia
-5.946195,105.489744,246860.54432732484,247148.66091324936,247148.66091334837,246858.61695463586,246987.47173401056,246890.83398351533,2897.0,Indonesia
-5.875365,105.517168,246151.2527790223,246151.25277903807,246151.25277933077,246144.4296131399,246124.99230566696,246061.8680919304,626.0,Indonesia
-5.835192,110.457202,251459.42153745878,251459.421537409,251459.42153741876,251459.4215375816,251459.42153760028,251459.42153762846,1763.0,Indonesia
-5.821203,105.273336,243427.8685016691,243427.86850159426,243427.86850174057,243315.23329722823,243238.09640896806,243102.47792633064,3530.0,Indonesia
-5.818472,39.225111,238920.59059616807,238920.59059632738,238920.59059626664,237239.95226088708,236606.18810537906,235863.46318493586,6059.0,Tanzania
-5.806781,134.49133,264482.4441222963,264482.444122297,264482.44412231,264417.0559774047,264366.05754178984,264307.0201589233,9856.0,Indonesia
-5.803926,104.823115,242725.58635204897,242725.58635204914,242725.5863520486,242257.29273443876,242087.10629657435,241864.0970929261,1983.0,Indonesia
-5.796096,112.660711,251201.42687622772,251201.42687620944,251201.42687622627,251157.444738677,251058.21696214261,250947.38884855117,30304.0,Indonesia
-5.794158,134.218832,263948.7420655909,263948.7420655909,263948.7420656576,263893.8566051028,263830.8792076572,263752.65013078187,19183.0,Indonesia
-5.786765,132.723334,258057.71820709633,258057.71820696333,258057.7182071192,258035.51074000163,257986.85371673928,257923.27349922666,41034.0,Indonesia
-5.768037,134.707537,262954.16778034647,262954.1677802,262954.16778019967,262810.0904693167,262687.01768697123,262545.61043936794,1372.0,Indonesia
-5.750933,123.944707,258091.95760842747,258091.95760842765,258091.9576084532,258077.12183860777,258051.37014026177,258021.60495727556,6344.0,Indonesia
-5.741676,132.185763,61548.92064109743,61548.92064111856,61548.92064109261,61538.13084683927,61527.900234037064,61512.230132565994,119.0,Indonesia
-5.66603,122.515793,256908.95795251778,256908.95795251778,256908.95795251773,256908.95795251778,256902.479479358,256851.9559987103,8309.0,Indonesia
-5.64672,134.646982,263214.9053462071,263214.9053462809,263214.9053462643,263060.48092324904,262947.56703571504,262829.9882838875,2743.0,Indonesia
-5.634676,147.919974,251854.74279867258,251854.7427985926,251854.74279859092,251819.59817415537,251772.41791031123,251615.54179732304,12085.0,Papua New Guinea
-5.616478,132.780368,258045.00354710926,258045.00354712387,258045.00354695285,258005.70218578028,257946.83236891156,257831.43382210194,40959.0,Indonesia
-5.616113,132.292201,59883.07921434016,59883.0792142822,59883.07921434018,59873.08273153928,59860.60759820744,59843.831644512,116.0,Indonesia
-5.603079,138.15389,393095.47846768383,393095.4832651104,393533.33272853505,372465.57892794244,366255.1932499085,359804.1828235154,2570.0,Indonesia
-5.601602,134.300762,146547.0215942844,146547.02159433052,146547.0215942842,146496.16553478024,146459.1708292954,146420.14959240062,277.0,Indonesia
-5.576082,133.045241,258757.4875801506,258757.4875799156,258757.48758005953,258712.43416060862,258634.00688340387,258524.9017035652,20368.0,Indonesia
-5.57467,123.852129,201309.8389400632,201309.8389401947,201309.83894024062,201309.8389402476,201308.3975414601,201294.70381522266,388.0,Indonesia
-5.561531,114.423988,255582.84056127514,255582.84056157243,255582.84056124775,255553.4551542264,255395.7100700668,255225.90539821232,35584.0,Indonesia
-5.553658,132.336837,252770.79776378872,252770.7977637975,252770.79776393992,252730.28484939435,252632.80257533432,252476.19686104258,489.0,Indonesia
-5.540892,132.720759,236054.67990843917,236054.67990834656,236054.67990832042,236004.8231418081,235892.60963974305,235742.48210074526,457.0,Indonesia
-5.535548,123.764904,260760.58859080294,260760.58859090565,260760.5885909889,260760.58859100164,260760.58859091162,260747.23597397376,5562.0,Indonesia
-5.533077,122.495657,257238.6195863922,257238.61958632892,257238.6195865209,257238.6195866271,257238.38098716515,257226.11955358257,4623.0,Indonesia
-5.531745,154.656428,81422.94483794345,81422.9448379825,81422.94483788371,81343.98312924703,81295.52098293157,80875.36596636228,163.0,Papua New Guinea
-5.501122,134.590584,263404.57398209313,263404.5739823104,263404.57398208394,263242.3918962872,263132.1050011661,263022.76613117143,4098.0,Indonesia
-5.498307,119.283722,253294.51420073718,253294.51420038068,253294.51420036587,253291.6453988135,253277.19147404004,253202.0945601262,1935.0,Indonesia
-5.408801,148.082342,78506.09996126208,78506.09996109101,78506.09996128971,78501.55487947553,78496.18710642407,78446.91908788643,155.0,Papua New Guinea
-5.393397,102.246912,249965.33048293245,249965.33650070266,249965.33355951187,249614.98127182055,249464.35723269946,249280.44630484495,3863.0,Indonesia
-5.381905,117.936958,257709.27365169226,257709.27365162713,257709.27365186467,257432.13224207587,257248.13321453147,257066.2395070747,1427.0,Indonesia
-5.367449,134.548991,262632.152038974,262632.1520387392,262632.15203897376,262478.49252081057,262363.1814338687,262244.5762398939,1197.0,Indonesia
-5.3447,131.99305,258043.1072380673,258045.1849294516,258043.10782761843,258043.08329671904,258041.6376872266,258013.31899812084,757.0,Indonesia
-5.337071,137.831042,153040.56273612002,153040.5630894344,153155.09353959115,149346.05734284042,148288.9028803464,147179.67883314547,91.0,Indonesia
-5.322838,147.102271,247316.22862054524,247316.2286206757,247316.2286205727,247081.0338236913,246898.9460649921,246667.34811977798,3615.0,Papua New Guinea
-5.313323,147.589334,255311.65101128691,255311.65101125906,255311.651011211,255030.33438221255,254845.66021356627,254652.513932547,1007.0,Papua New Guinea
-5.311247,123.584634,260527.0296398719,260527.02963995765,260527.02964011766,260526.25671864636,260523.61938132788,260520.17427048634,13157.0,Indonesia
-5.26889,121.941047,257571.79907682526,257571.79907643134,257026.26612218612,257026.2661221861,257026.26612218615,257026.2661221861,26653.0,Indonesia
-5.221738,154.626695,251277.34991816693,252010.3596697698,252010.35966979995,251900.0483713909,251801.91948096844,251631.65161158913,56295.0,Papua New Guinea
-5.167745,39.757749,242688.03999854453,242688.03999841405,242688.03999841382,241647.58132289705,241028.24196010534,240359.3929101245,509267.0,Tanzania
-5.137717,137.650954,190159.02089074606,190159.0212035252,190307.25046566495,184023.96930646666,182233.47187125924,180323.7823290917,154.0,Indonesia
-5.08227,39.856364,231729.7967464049,231729.79674641066,231729.7967462616,230609.22411993664,229993.42733820883,229297.5894914542,477.0,Tanzania
-5.075519,122.912823,256561.76516830886,256561.7651683087,256561.76516830927,256473.97540519707,256406.16911109127,256324.87651664286,239575.0,Indonesia
-5.069824,114.60097,254176.0978245226,254176.09782453862,254176.09782458842,254166.5002480774,254150.08855097718,254123.69502748104,6031.0,Indonesia
-5.022693,137.401449,69767.52884998854,69767.52884987181,69767.52885003579,69741.1736111386,69702.13860562646,69635.152580995,142.0,Indonesia
-5.020541,122.517,256348.76757778093,256348.76757778623,256348.76757778114,256094.7733383147,255942.91319473344,255732.1130849254,657650.0,Indonesia
-4.921109,151.173366,248647.80465092434,248647.80465077277,248647.80465084777,248517.00486477566,248366.30050515122,248060.17285968555,823.0,Papua New Guinea
-4.889833,149.142027,256785.53750113072,256785.53750083657,256785.53750084856,256573.53715202198,256463.42823156682,256347.3605483717,4000.0,Papua New Guinea
-4.870184,136.843252,99041.61174414276,99041.61174414295,99723.04368367765,99273.20097885939,99162.24769982761,99056.10955498977,203.0,Indonesia
-4.82322,123.083571,253671.06313760421,253671.06313774042,253671.06313700645,253671.0631376281,253670.95596286652,253665.41513501125,1953.0,Indonesia
-4.793981,146.228241,250042.52508322828,250042.52508339996,250042.52508335776,249807.97501762473,249660.82796782418,249374.0151216641,1763.0,Papua New Guinea
-4.740527,131.741329,259141.32429795715,259141.32429796038,259141.32429793073,259138.42998838914,259115.6939920839,259055.2259079187,1742.0,Indonesia
-4.693265,122.352922,254442.68524409563,254442.68524409004,254442.6852438686,254388.63696339756,254326.83951807476,254241.64166221343,735.0,Indonesia
-4.676443,55.46728,250639.34267185658,250874.99497374552,250639.34267183446,250491.35425738367,250411.67004572335,250260.9047994541,71086.0,Seychelles
-4.64358,145.973963,244292.97776436285,244292.97776436323,244292.97776436416,243817.8534977467,243588.45115840252,243274.6953509804,35002.0,Papua New Guinea
-4.549701,129.918721,263671.2213715856,263671.2213716045,263671.2213715953,263671.22137148975,263669.2852856768,263654.68730469147,6847.0,Indonesia
-4.543211,122.715566,252196.72455806582,252196.72455871128,252196.72455819038,252190.19805316036,252187.43706336973,252183.49509307317,2621.0,Indonesia
-4.490209,131.652243,259701.19651077513,259701.1965105802,259701.19651060126,259695.54799176054,259658.79275052858,259616.10846351343,3874.0,Indonesia
-4.487211,55.230665,151550.72029537626,151550.7202955424,151550.72029547964,151473.54703990824,151402.88439433087,151294.8207262857,301.0,Seychelles
-4.360895,55.837878,250442.69054184278,250442.69054195465,250442.69054185686,250203.29592715658,250042.6712992543,249835.53353122761,1685.0,Seychelles
-4.32388,55.730145,250634.38476174473,250634.38481825718,250634.38729419053,250372.90214479022,250228.59643113773,250051.85900618508,6072.0,Seychelles
-4.194334,133.445952,249656.84556866798,249656.84556116798,249983.27804432844,249970.30338344094,249920.08353837166,249852.89199822082,1787.0,Indonesia
-4.171911,152.458292,246680.0726744457,246680.07267444566,246981.79113789808,246619.01901333488,246565.3297283706,246446.12811012028,6761.0,Papua New Guinea
-4.1299,121.423501,216447.4446456604,216447.44464566285,216447.44464566294,216441.96467469656,216325.62889774021,216136.555009184,441.0,Indonesia
-4.120714,131.334163,261749.24015849005,261749.24015848993,261749.24015848993,261741.31273731822,261697.6073209039,261647.9842813464,4339.0,Indonesia
-4.114591,123.096165,254670.18234711082,254670.1823472266,254670.1823469919,254660.40402870296,254642.28311975265,254615.48234246363,13042.0,Indonesia
-4.11031,152.072403,249967.59888919478,249967.5988893013,249967.59888907007,249942.84311343226,249929.91244613566,249867.41836962168,1494.0,Papua New Guinea
-4.079828,153.620576,254677.67988084676,254677.67988089344,254677.67988081693,254651.9977233473,254614.15094756422,254557.87851946545,2961.0,Papua New Guinea
-4.077491,145.035232,242771.29822461773,242771.29822440998,242771.2982244951,242744.98548820257,242654.56027402202,242458.86384361415,5152.0,Papua New Guinea
-4.01852,153.70639,255246.22953391206,255246.2295340207,255246.22953391046,255246.22058094892,255226.725426108,255172.33659532492,3352.0,Papua New Guinea
-4.013869,131.226458,262855.0176425288,262854.9769338106,262854.9769338106,262834.07938448375,262792.1694639747,262732.95364800585,1213.0,Indonesia
-4.011805,131.412382,261705.26613498665,261705.26168588275,261705.2651283566,261692.8059765978,261654.88656563836,261607.98697891211,3356.0,Indonesia
-3.886787,130.930512,262008.5559999917,262008.55423244275,262008.58268349315,261998.68437265535,261973.0496393518,261946.21506948207,1306.0,Indonesia
-3.857695,127.194168,258287.8703503991,258287.87035038526,258287.87035038526,258277.97156121026,258248.38916172268,258165.21729706918,986.0,Indonesia
-3.856477,-32.425866,209957.60908881138,209957.60908881138,209957.60908881132,205478.0312445457,203811.0493759908,201938.51755519485,2678.0,Brazil
-3.789909,133.89609,37041.59805331746,37041.59805337332,36962.49077213431,37041.59805331749,37041.068879000675,37022.7629112341,76.0,Indonesia
-3.668319,128.78396,258559.67522137344,258559.67522134824,258559.6752213778,258554.63930234266,258549.14773016155,258540.30481363766,1647.0,Indonesia
-3.64725,128.1474,259055.6890505249,259055.6890505479,259055.68905061806,258743.77576451446,258597.00228195675,258451.40331307368,319475.0,Indonesia
-3.647212,116.169716,251448.34555486045,251448.34555475114,251448.34555476563,251338.0776036699,251257.0687649846,251167.19410025913,134097.0,Indonesia
-3.597413,123.118117,258321.04915242345,258321.04915250308,258321.0491524269,258321.0292753473,258320.5152147744,258316.91596901874,644.0,Indonesia
-3.571715,128.483358,258488.78254428378,258488.78254421378,258488.7825442285,258245.2131466677,258146.27767742475,258045.7321488082,23687.0,Indonesia
-3.553404,128.655342,258041.02040190157,258041.0204019113,258041.02040162904,257997.80255012153,257968.1940698721,257931.33079391782,33283.0,Indonesia
-3.507955,116.380385,251483.4704724364,251483.47047253494,251483.47047243663,251403.75518073147,251364.26974201252,251289.22504211572,10897.0,Indonesia
-3.467744,153.214359,254369.64966254693,254369.64966264187,254369.6496626603,254289.05588744095,254166.6930605518,253991.75985259208,1031.0,Papua New Guinea
-3.453251,132.680072,104120.35092883365,104310.29699867411,104310.29699845152,104285.35900214408,104222.81021207421,104151.28850906124,210.0,Indonesia
-3.427877,126.635913,248282.6061891429,248282.606189308,248282.6061893081,248228.70069825425,248130.50811624218,247961.34436082805,150448.0,Indonesia
-3.414807,143.582371,245181.43675568653,245181.43675568653,245181.43675568653,245168.55992771004,245025.63689970732,244847.1265514114,3457.0,Papua New Guinea
-3.381881,153.298592,253792.76694161163,254248.88277729467,253792.76694161163,254181.51221211636,253594.74799807224,253468.5760678674,3560.0,Papua New Guinea
-3.346757,143.557063,245432.4840580693,245432.48405806927,245546.76182139333,245373.79054742385,245280.58265806138,245059.97687702347,2012.0,Papua New Guinea
-3.317427,130.784171,258072.1669836049,258072.1669835635,258072.1669838262,258065.3785413275,258058.94879328832,258041.49858517136,654.0,Indonesia
-3.313965,127.571601,258148.71911846707,258148.7191185059,258148.71911843744,257906.28295292534,257721.11063370723,257498.69392190193,9707.0,Indonesia
-3.228459,143.300678,244762.1984766079,244762.19847643946,244762.1984765281,244713.63276803898,244630.80911933456,244407.65760407128,547.0,Papua New Guinea
-3.220195,107.530727,339321.14940734964,339321.15080833895,299335.49277474603,288107.38881266466,285651.2489858862,282950.09266030346,589.0,Indonesia
-3.21077,127.730864,255552.55758856953,255552.55758841772,255552.55758856994,255278.71826232248,255137.17262333923,254967.6067533472,4829.0,Indonesia
-3.201377,129.460712,247315.92360491605,247315.9236048645,247315.92360509117,247315.92360495304,247315.92360509146,247314.93043090813,518957.0,Indonesia
-3.120609,152.598744,254738.50470807948,254834.0515679231,254738.50470807945,254551.1380237798,254474.91363388198,254265.55141664486,14527.0,Papua New Guinea
-3.078512,133.776481,197980.81680047352,197980.8164725019,197880.338636852,185592.76669237076,182439.95463755395,179182.50512187288,137.0,Indonesia
-3.073277,122.494509,250848.55818444642,250848.5581844789,250848.558184446,250845.69311066924,250844.54125926655,250842.24020442128,934.0,Indonesia
-3.043393,122.407507,246146.69270332422,246146.69270307693,246146.6927033018,246137.903169566,246125.29515715147,246082.46712858835,1288.0,Indonesia
-3.028067,100.328594,251223.9526033114,251223.9526035118,251223.95260351134,250904.57221978833,250887.51211833087,251107.79825933225,13489.0,Indonesia
-3.003934,116.154083,26804.339038560516,26804.33903863479,26804.339038603583,26760.34700607005,26734.551992076165,26708.557474228215,55.0,Indonesia
-2.982165,127.922454,249397.78419652427,249397.78419649033,249397.78419640294,249182.27589596363,249082.55902002048,248940.15753598599,8800.0,Indonesia
-2.963562,106.8175,339829.72148509166,339829.72089622513,298272.369677282,287728.66531640536,285232.0421971114,282767.9960771201,9072.0,Indonesia
-2.955242,135.747412,125625.90753683682,125625.90753678465,125625.90753685203,125520.55467037822,125426.69213962984,125299.29216775474,253.0,Indonesia
-2.950026,150.877453,257425.9107894312,257425.91078939397,257292.4170490197,257288.0864974673,257225.91512695022,257110.6134515868,1779.0,Papua New Guinea
-2.927617,135.70368,223861.67277168197,223861.6727716466,223861.67277164647,223738.8627124434,223568.7014503116,223360.82675238198,448.0,Indonesia
-2.886896,107.907084,338111.9796390423,338111.98258717597,300903.0735555596,286403.5406998081,283451.07903359516,280478.0869830856,312296.0,Indonesia
-2.879405,107.42255,204414.23361577402,204414.23361591075,181491.7440554025,180564.49020642732,180284.1705690619,179869.39748109167,338.0,Indonesia
-2.871778,107.059997,337696.4470105826,337696.44701178645,297787.59305230057,286935.3777644798,284479.7499280576,282046.59545738366,1597.0,Indonesia
-2.841584,-80.120381,180301.63763946478,180301.63763430144,180301.4909477619,174867.91153740062,172715.69789910706,170487.05565355998,6452.0,Ecuador
-2.730408,150.66852,256936.51324253576,256936.5132421782,256936.51324265148,256278.94690350353,256719.09516520996,256589.22644438653,955.0,Papua New Guinea
-2.722306,110.094765,181997.00033335638,181997.00033332905,181997.0003332663,181243.6179484669,181414.15154194663,181195.69131242222,365.0,Indonesia
-2.702957,134.830905,34898.1002330985,34898.10023298075,34898.100232998375,34887.129302621805,34876.7809327118,34856.313160576814,71.0,Indonesia
-2.699984,150.708873,111945.70900128182,111945.70900106602,111945.70900070216,111888.91513506457,111854.15392486502,111667.52139645512,218.0,Papua New Guinea
-2.697147,100.079461,252913.93591987476,252913.93591988654,252913.93591978482,252698.93937900307,252564.39188159612,252419.42021941306,11212.0,Indonesia
-2.690314,150.570006,73942.76126249907,73942.76126250061,73942.76126234219,73722.64747420947,73883.68564891264,73850.19210319707,144.0,Papua New Guinea
-2.646427,132.477785,48295.690642517715,48295.69064254398,48295.690642658636,48283.031105803384,48239.26024924746,48185.75391333568,97.0,Indonesia
-2.632503,150.594777,58531.422339111756,58531.42233897098,58531.42233827895,58501.29422910538,58482.413429652195,58387.32443155927,114.0,Papua New Guinea
-2.630709,151.985086,254998.73551752308,254998.73551780422,254998.7355175013,254816.72538824385,254706.2062329281,254485.12320796493,1794.0,Papua New Guinea
-2.621274,133.395684,51415.720120942366,51415.720120949845,51415.72012082457,51380.84349879257,51348.98066093217,51000.86692061965,105.0,Indonesia
-2.617791,133.514872,191991.35808452696,191991.3578386645,191904.25122519993,181745.59022630862,179137.5776920069,176404.0672595717,133.0,Indonesia
-2.602938,133.744114,450938.10370230174,450938.1026984828,450620.4007702189,411139.65330890234,400941.08380752784,390208.08022517164,907.0,Indonesia
-2.595961,133.412765,89173.18080796953,89173.18080792279,89173.18080806048,89120.37514229513,89067.03391925694,89009.01112369355,182.0,Indonesia
-2.580546,133.484332,244439.61465387716,244439.61465393956,244439.61465393275,244354.0938315817,244241.1028702969,244108.2844756776,921.0,Indonesia
-2.561586,133.539188,406480.88193558296,406480.8782804635,406196.866109522,372892.48308717506,364398.29653929104,355403.65304113657,443.0,Indonesia
-2.561308,133.78558,325831.1545601534,325831.1532449411,325629.3567016954,300401.7716490794,293913.0566808198,287091.24527443707,322.0,Indonesia
-2.548093,147.273592,183906.23362748936,183906.23362750228,183906.23362754413,183653.90350737097,183561.94599391337,183462.02277986714,359.0,Papua New Guinea
-2.547592,134.382335,271053.9139496746,271053.912320635,270874.7781359374,251066.52499198957,246078.83788872013,240881.03889792535,242.0,Indonesia
-2.53034,150.233483,255933.59145503657,255933.5914548445,255933.5914547994,255932.7502927487,255892.90708436997,255775.79523745266,10611.0,Papua New Guinea
-2.527623,133.721243,265494.99089894665,265494.9920435463,265347.0253407674,247158.00805410504,242492.03581948942,237580.8775992769,237.0,Indonesia
-2.520736,150.520307,255817.5037954805,255817.50379548047,255817.50379548047,256421.93429127114,256340.35520814464,256202.22200152098,1394.0,Papua New Guinea
-2.516678,133.650707,161892.2152525766,161892.21482019234,161836.55217875345,155101.51571504978,153379.40484435885,151565.03645018087,89.0,Indonesia
-2.46991,133.554476,245122.269979042,245122.26997927495,245122.26997916715,245095.11674397322,245032.49306998105,244930.8080137057,804.0,Indonesia
-2.452032,133.340109,86267.72556109316,86240.60860072989,86267.72556104328,86243.20341671265,86206.19740476925,86157.50499349652,175.0,Indonesia
-2.386528,147.341662,255921.47229303257,255921.47229303268,256587.94749688526,256396.8449580266,255550.07167986175,256122.68945767195,1122.0,Papua New Guinea
-2.380495,134.552027,245343.94861055142,245305.44940718275,245343.9486104934,245251.18986607823,245125.96388801132,244877.6159199769,540.0,Indonesia
-2.342565,-43.680958,41838.66555902107,41838.66555901945,41366.10586174701,41208.233588855954,41019.664239742575,40798.68639103294,106.0,Brazil
-2.310163,147.804858,257319.87664991268,257319.876649915,257319.87664973352,257288.4775788788,257263.30195236037,257156.87497576402,1994.0,Papua New Guinea
-2.286062,133.902153,66841.35537457964,66841.35537458198,66841.35537465106,66840.66756334086,66833.89987737904,66817.49581483837,139.0,Indonesia
-2.253076,105.987384,335920.10831050563,335920.10957775236,335866.6151482713,327902.0046906929,325136.723678487,322266.50501964474,1135736.0,Indonesia
-2.242649,133.837618,153150.08500917346,153150.08500927722,153150.08500927367,153149.91296322457,153148.35664120544,153124.55226947766,320.0,Indonesia
-2.23816,133.725165,78208.46456827536,78208.46456835332,78208.46456827573,78207.56155203734,78206.35289984559,78199.09688644522,164.0,Indonesia
-2.232246,133.913916,180500.70956036818,180500.70956036268,180500.7095603142,180499.97722484946,180487.72992570038,180445.1129915581,376.0,Indonesia
-2.211293,125.955756,257150.97525327135,257150.97525318747,257150.97525342298,257119.32446832708,257100.73751501704,257078.1743502326,10839.0,Indonesia
-2.204605,133.719617,134094.8170784445,134094.81707845087,134094.81707848873,134094.1133661622,134088.3550294633,134076.54267016475,282.0,Indonesia
-2.199665,99.669738,257143.44418935227,257143.4441894659,257143.44418946613,257074.21177070594,256951.66349252773,256819.9327921684,16939.0,Indonesia
-2.175081,133.814369,184776.04649130927,184776.0464913113,185166.33251399687,185162.78009183024,185147.1662265482,185105.97885439917,389.0,Indonesia
-2.157306,116.448624,428778.62115461193,428778.6236690201,428373.07301465026,395155.09233495436,386743.25669677474,377925.5345875474,1111.0,Indonesia
-2.152622,133.90539,63189.26477072522,63189.26477067487,63189.26477062015,63186.5439855304,63171.09576355916,63139.45040757283,132.0,Indonesia
-2.120575,133.891747,39647.3108751819,39647.31087528936,39647.31087534559,39644.387378369414,39631.911022290835,39609.84771738702,83.0,Indonesia
-2.11927,133.855571,61901.46638176491,61901.46638205505,61901.466381691585,61894.36636014923,61874.37642562765,61843.854883787775,130.0,Indonesia
-2.088798,146.912301,256230.54383405944,256230.54383416107,255789.7465969848,256138.14530586544,255981.2254546117,255775.0739546817,27412.0,Papua New Guinea
-2.071292,134.365964,66957.21655464752,66957.2165545033,66957.21655455983,66950.99261597509,66946.79290287012,66940.98188995448,132.0,Indonesia
-2.051529,123.86918,258419.03925084922,258419.03925099387,258419.03925078083,258418.37010134914,258402.5116581947,258274.36864171614,1490.0,Indonesia
-2.050032,147.759918,189148.45283478656,189137.27067838403,189148.45283465547,189106.91747981275,189078.8003446676,188977.97155274614,367.0,Papua New Guinea
-2.045539,147.389786,257623.11195242376,257623.1119524087,257623.11195245033,257478.40294836307,257379.81875257692,257154.87835670036,5717.0,Papua New Guinea
-2.043175,124.38524,62850.33424337302,62850.33424337319,62850.33424337322,62850.322998458985,62850.152341972745,62848.627060439656,119.0,Indonesia
-2.031861,123.769237,113650.43835792449,113650.43835808264,113650.43835766707,113650.0478582877,113639.32269329684,113572.65985082914,221.0,Indonesia
-1.957625,123.813532,257196.2684605095,257196.26846047747,257196.26846062223,257194.86982867008,257158.74642540526,256993.03719366854,3229.0,Indonesia
